10	1	0
20	0	0
40	0	0
80	1	0
160	4	1
320	4	2
640	6	5
1280	48	9
2560	26	19
5120	56	38
10240	108	77
20480	200	121
40960	401	243
81920	767	487
163840	1264	654
327680	2130	1452
655360	4387	2607
1310720	10713	8947
2621440	25108	17891
5242880	49185	34392
